Year,RH_DS,EstDSCDR,Manual GLF,5 / f881f9864c617303ac21c9a32c564c2a,6 / 7f9f2a56ed523610a598189043723ef1,7 / eb085544ec80362328ded5f6033e2cae,8 / df694dee9e5522371a394ade1b31d522
1900,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1901,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1902,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1903,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1904,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1905,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1906,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1907,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1908,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1909,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1910,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1911,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1912,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1913,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1914,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1915,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1916,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1917,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1918,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1919,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1920,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1921,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1922,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1923,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1924,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1925,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1926,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1927,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1928,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1929,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1930,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1931,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1932,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1933,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1934,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1935,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1936,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1937,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1938,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1939,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1940,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1941,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1942,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1943,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1944,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1945,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1946,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1947,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1948,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1949,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1950,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1951,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1952,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1953,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1954,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1955,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1956,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1957,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1958,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1959,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1960,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1961,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1962,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1963,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1964,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1965,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1966,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1967,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1968,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1969,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1970,0.405697396,0.32105319486383,0.400727188306181,0.375000702796883,0.400000082441183,0,0
1971,0.405697396,0.32105319486383,0.400876876736944,0.375001022562871,0.400000127687391,0,0
1972,0.405697396,0.32105319486383,0.40105730843218,0.375001487819015,0.400000197766073,0,0
1973,0.405697396,0.32105319486383,0.401274766006566,0.375002164761389,0.400000306306023,0,0
1974,0.405697396,0.32105319486383,0.401536801705366,0.375003149703932,0.400000474415895,0,0
1975,0.405697396,0.32105319486383,0.401852487516865,0.375004582780954,0.400000734789345,0,0
1976,0.405697396,0.32105319486383,0.402232711622428,0.375006667883176,0.400001138063118,0,0
1977,0.405697396,0.32105319486383,0.402690528422719,0.375009701662462,0.400001762664521,0,0
1978,0.405697396,0.32105319486383,0.403241569867185,0.375014115729078,0.400002730063137,0,0
1979,0.405697396,0.32105319486383,0.403904525983162,0.375020538039139,0.400004228392321,0,0
1980,0.405697396,0.32105319486383,0.404701702120695,0.37502988219329,0.400006549032913,0,0
1981,0.405697396,0.32105319486383,0.405659659165507,0.375043477324219,0.400010143270492,0,0
1982,0.405697396,0.32105319486383,0.406809940354557,0.37506325699443,0.400015710036479,0,0
1983,0.405697396,0.32105319486383,0.408189883709344,0.37509203385584,0.400024331777044,0,0
1984,0.405697396,0.32105319486383,0.409843511621675,0.375133898885548,0.400037684825729,0,0
1985,0.405697396,0.32105319486383,0.411822477685646,0.375194801441962,0.400058365078465,0,0
1986,0.405697396,0.32105319486383,0.414187034137191,0.375283391489144,0.400090392033668,0,0
1987,0.405697396,0.32105319486383,0.417006959751766,0.375412241320975,0.400139988565084,0,0
1988,0.405697396,0.32105319486383,0.420362356321749,0.375599615330452,0.400216786500873,0,0
1989,0.405697396,0.32105319486383,0.424344180905906,0.375872028479831,0.400335688693377,0,0
1990,0.405697396,0.32105319486383,0.429054331112024,0.376267933998583,0.400519740674964,0,0
1991,0.419694955,0.32105319486383,0.434605044255249,0.376843015588216,0.400804548764285,0,0
1992,0.433935391,0.32105319486383,0.44111731475364,0.377677733515592,0.401245052260169,0,0
1993,0.448364368,0.32105319486383,0.448717989837617,0.378887981999949,0.401925843947941,0,0
1994,0.462927421,0.32105319486383,0.457535191423941,0.380639925695584,0.402976754850668,0,0
1995,0.477570674,0.32105319486383,0.467691759864906,0.383170204650189,0.404596048264159,0,0
1996,0.492241486,0.32105319486383,0.479296556991988,0.38681251518635,0.407084134614756,0,0
1997,0.506889035,0.32105319486383,0.49243373322189,0.392030641909893,0.410890693709087,0,0
1998,0.521464824,0.32105319486383,0.507150471480913,0.399455504917961,0.416676152271525,0,0
1999,0.535923104,0.32105319486383,0.523444246265209,0.409918381500026,0.425381791932157,0,0
2000,0.550221218,0.32105319486383,0.541251196393166,0.424462627932941,0.438286431941978,0,0
2001,0.564319859,0.33808084533016,0.560437652957027,0.444301650164479,0.456996025333219,0,0
2002,0.578183257,0.382187648625622,0.580796989380051,0.470676326520604,0.483268091524003,0,0
2003,0.591779288,0.477115023516384,0.602053582437445,0.504566718523726,0.518549457808669,0,0
2004,0.605079514,0.61918153943771,0.623874715389551,0.546260194309431,0.563193824790633,0,0
2005,0.618059173,0.747599975263269,0.645889837852819,0.594892466625304,0.615620658508101,0,0
2006,0.630697104,0.820485763280564,0.667715058539385,0.648215223269676,0.672048331241417,0,2.58077984589455E-08
2007,0.642975643,0.85144089184859,0.68897954774174,0.70285722039009,0.727361039940597,0.001007234378925,1.90694780089437E-07
2008,0.654880468,0.862944399555702,0.70935006971855,0.755104579182057,0.776828389125505,0.001860072437954,1.40902764729622E-06
2009,0.666400424,0.867003811074706,0.728550312475844,0.801856693181294,0.81756780705323,0.003401820266011,1.04099223949987E-05
2010,0.677527325,0.868409971968169,0.746372875587125,0.841273204124484,0.848902030790947,0.006114633190956,7.68397754977044E-05
2011,0.688255741,0.868893918899458,0.762683314079885,0.872870665451787,0.871758427353705,0.010668453676576,0.000563458131213
2012,0.698582772,0.869060103810728,0.777417056375035,0.897191654313371,0.887794165581181,0.017740288927821,0.003942040842102
2013,0.70850782,0.869117127129283,0.790570977933889,0.915332838042735,0.898739762462308,0.027496250580617,0.020911733461181
2014,0.718032362,0.869136688492267,0.802191796407434,0.928549810059777,0.906071568222105,0.038966271009238,0.050098923609796
2015,0.727159728,0.869143398245241,0.812363333195063,0.938015017952694,0.910920955136346,0.050167946523869,0.061766023997134
2016,0.735894877,0.869145699689724,0.821194245663688,0.944710272150733,0.914101635642952,0.059291214624739,0.063776057252525
2017,0.744244191,0.869145699689724,0.828807274372146,0.949404939515093,0.916176360964934,0.065684970834149,0.064058180733381
2018,0.752215279,0.869145699689724,0.835330523150976,0.952676652220846,0.917524823771635,0.069708600859823,0.064096553868536
2019,0.759816786,0.869145699689724,0.840890880429144,0.954946960540495,0.918399206061469,0.072071704510264,0.064101750639892
2020,0.767058223,0.869145699689724,0.845609421376426,0.956517694120898,0.918965321069597,0.073403629878256,0.064102454011155
2021,0.773949806,0.869145699689724,0.849598487530258,0.957602185066076,0.919331489722085,0.072071704510264,0.064101750639892
2022,0.780502309,0.869145699689724,0.85296009189519,0.95834989248178,0.919568180607507,0.072071704510264,0.064101750639892
2023,0.78672693,0.869145699689724,0.855785309247842,0.958864897563068,0.91972111438033,0.072071704510264,0.064101750639892
2024,0.792635176,0.869145699689724,0.858154355441813,0.959219382611887,0.919819903684168,0.072071704510264,0.064101750639892
2025,0.798238749,0.869145699689724,0.860137115934455,0.959463266071239,0.919883706806898,0.072071704510264,0.064101750639892
2026,0.803549457,0.869145699689724,0.86179394021939,0.959631002656105,0.919924909520512,0.072071704510264,0.064101750639892
2027,0.808579128,0.869145699689724,0.863176568868052,0.959746342048399,0.919951515461614,0.072071704510264,0.064101750639892
2028,0.813339537,0.869145699689724,0.864329100913258,0.959825639967487,0.919968694994933,0.072071704510264,0.064101750639892
2029,0.817842344,0.869145699689724,0.865288941131416,0.959880153048807,0.919979787538424,0.072071704510264,0.064101750639892
2030,0.82209904,0.869145699689724,0.866087690371534,0.959917625198092,0.919986949674217,0.072071704510264,0.064101750639892
2031,0.826120902,0.869145699689724,0.866751958876189,0.959943382188737,0.919991574001456,0.072071704510264,0.064101750639892
2032,0.829918954,0.869145699689724,0.867304094029759,0.9599610860076,0.919994559735219,0.072071704510264,0.064101750639892
2033,0.83350394,0.869145699689724,0.867762821485901,0.95997325427388,0.919996487488039,0.072071704510264,0.064101750639892
2034,0.836886294,0.869145699689724,0.868143803271136,0.959981617686374,0.9199977321464,0.072071704510264,0.064101750639892
2035,0.840076126,0.869145699689724,0.868460119097137,0.95998736590878,0.919998535761402,0.072071704510264,0.064101750639892
2036,0.843083202,0.869145699689724,0.868722678389622,0.959991316665914,0.919999054615564,0.072071704510264,0.064101750639892
2037,0.84591694,0.869145699689724,0.868940570929571,0.959994032009877,0.919999389613539,0.072071704510264,0.064101750639892
2038,0.8485864,0.869145699689724,0.8691213638377,0.959995898251287,0.919999605904717,0.072071704510264,0.064101750639892
2039,0.851100283,0.869145699689724,0.869271352147051,0.959997180905904,0.919999745552893,0.072071704510264,0.064101750639892
2040,0.853466925,0.869145699689724,0.8693957695565,0.959998062463932,0.919999835716572,0.072071704510264,0.064101750639892
2041,0.85569431,0.869145699689724,0.869498965241008,0.959998668350854,0.919999893930635,0.072071704510264,0.064101750639892
2042,0.857790062,0.869145699689724,0.869584551875863,0.959999084771168,0.919999931516466,0.072071704510264,0.064101750639892
2043,0.859761459,0.869145699689724,0.869655529349297,0.959999370972728,0.919999955783705,0.072071704510264,0.064101750639892
2044,0.861615439,0.869145699689724,0.869714388010929,0.959999567676154,0.919999971451813,0.072071704510264,0.064101750639892
2045,0.863358603,0.869145699689724,0.869763194741332,0.959999702868387,0.919999981567905,0.072071704510264,0.064101750639892
2046,0.864997231,0.869145699689724,0.869803664632478,0.959999795784596,0.919999988099345,0.072071704510264,0.064101750639892
2047,0.866537289,0.869145699689724,0.869837220637614,0.959999859644927,0.91999999231636,0.072071704510264,0.064101750639892
2048,0.867984439,0.869145699689724,0.869865043177424,0.959999903535456,0.919999995039069,0.072071704510264,0.064101750639892
2049,0.869344049,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2050,0.870621207,0.869145699689724,0.869907237293354,0.959999954433372,0.919999997931976,0.072071704510264,0.064101750639892
2051,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2052,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2053,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2054,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2055,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2056,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2057,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2058,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2059,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2060,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2061,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2062,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2063,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2064,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2065,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2066,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2067,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2068,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2069,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2070,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2071,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2072,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2073,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2074,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2075,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2076,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2077,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2078,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2079,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2080,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2081,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2082,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2083,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2084,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2085,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2086,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2087,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2088,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2089,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2090,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2091,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2092,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2093,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2094,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2095,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2096,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2097,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2098,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
2099,0.870621207,0.869145699689724,0.869888111371444,0.95999993370095,0.919999996796982,0.072071704510264,0.064101750639892
